Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,log_GDP_per_capita,log_Population_mln,log_Adult_mortality
St. Lucia,Central America and Caribbean,2014.0,19.0,21.4,138.0705,9.18,99.0,83.0,29.6,99.0,99.0,0.4,10280.0,0.18,4.3,4.3,8.7,0.0,1.0,75.4,9.237955539009157,-1.7147984280919266,4.9277644242729925
St. Lucia,Central America and Caribbean,2015.0,19.5,21.9,136.3935,9.23,99.0,83.0,29.8,99.0,99.0,0.4,10094.0,0.18,4.3,4.3,8.9,0.0,1.0,75.6,9.219696466900208,-1.7147984280919266,4.915544090314931
St. Vincent and the Grenadines,Central America and Caribbean,2000.0,19.2,22.2,183.408,5.13,99.0,83.0,25.5,99.0,98.0,0.4,5339.0,0.11,4.0,3.9,7.6,0.0,1.0,70.8,8.582793648500186,-2.2072749131897207,5.211713179372654
St. Vincent and the Grenadines,Central America and Caribbean,2001.0,19.1,22.0,182.7705,5.07,99.0,83.0,25.6,99.0,99.0,0.4,5427.0,0.11,3.9,3.9,7.6,0.0,1.0,70.9,8.599141774063405,-2.2072749131897207,5.208231267441331
St. Vincent and the Grenadines,Central America and Caribbean,2002.0,19.1,21.9,182.1335,5.21,99.0,83.0,25.7,99.0,99.0,0.4,5706.0,0.11,3.9,3.8,7.7,0.0,1.0,71.0,8.649273531773446,-2.2072749131897207,5.204739934668579
St. Vincent and the Grenadines,Central America and Caribbean,2003.0,19.0,21.7,179.187,5.47,99.0,83.0,25.8,99.0,99.0,0.4,6075.0,0.11,3.8,3.8,7.8,0.0,1.0,71.1,8.711937268208748,-2.2072749131897207,5.188429953266483
St. Vincent and the Grenadines,Central America and Caribbean,2004.0,19.0,21.6,176.2405,5.77,99.0,83.0,25.9,99.0,99.0,0.4,6313.0,0.11,3.8,3.7,7.8,0.0,1.0,71.2,8.750366278367625,-2.2072749131897207,5.171849539530463
St. Vincent and the Grenadines,Central America and Caribbean,2005.0,18.9,21.5,173.295,6.37,99.0,83.0,26.0,93.0,99.0,0.4,6465.0,0.11,3.7,3.7,7.9,0.0,1.0,71.3,8.774158291205957,-2.2072749131897207,5.154995344603091
St. Vincent and the Grenadines,Central America and Caribbean,2006.0,18.8,21.3,170.3485,6.22,99.0,83.0,26.1,99.0,99.0,0.4,6918.0,0.11,3.7,3.6,8.0,0.0,1.0,71.4,8.841881989497114,-2.2072749131897207,5.137846338667562
St. Vincent and the Grenadines,Central America and Caribbean,2007.0,18.7,21.1,167.402,6.2,99.0,83.0,26.3,99.0,99.0,0.4,7154.0,0.11,3.6,3.6,8.1,0.0,1.0,71.6,8.875426919818963,-2.2072749131897207,5.120398105415307
St. Vincent and the Grenadines,Central America and Caribbean,2008.0,18.5,20.8,165.5335,7.17,99.0,83.0,26.4,99.0,99.0,0.4,7190.0,0.11,3.6,3.6,8.1,0.0,1.0,71.6,8.880446450715093,-2.2072749131897207,5.109173591252007
St. Vincent and the Grenadines,Central America and Caribbean,2009.0,18.2,20.4,163.6655,6.98,99.0,83.0,26.5,99.0,99.0,0.4,7098.0,0.11,3.6,3.5,8.2,0.0,1.0,71.7,8.867568333206442,-2.2072749131897207,5.097824710791432
St. Vincent and the Grenadines,Central America and Caribbean,2010.0,17.8,19.8,161.7965,7.19,99.0,83.0,26.6,99.0,99.0,0.4,6783.0,0.11,3.5,3.5,8.3,0.0,1.0,71.8,8.82217476094608,-2.2072749131897207,5.086339372746419
St. Vincent and the Grenadines,Central America and Caribbean,2011.0,17.3,19.2,159.928,7.04,96.0,83.0,26.7,96.0,96.0,0.4,6738.0,0.11,3.5,3.5,8.4,0.0,1.0,71.8,8.815518423966498,-2.2072749131897207,5.074723713953442
St. Vincent and the Grenadines,Central America and Caribbean,2012.0,16.8,18.6,158.0595,6.81,96.0,83.0,26.8,96.0,96.0,0.4,6810.0,0.11,3.5,3.5,8.5,0.0,1.0,71.9,8.826147399143558,-2.2072749131897207,5.062971544416138
St. Vincent and the Grenadines,Central America and Caribbean,2013.0,16.2,18.0,156.9805,6.96,97.0,83.0,26.9,97.0,97.0,0.4,6965.0,0.11,3.5,3.4,8.6,0.0,1.0,71.9,8.848652886213905,-2.2072749131897207,5.056121593812719
St. Vincent and the Grenadines,Central America and Caribbean,2014.0,15.7,17.4,155.902,7.12,98.0,83.0,27.0,97.0,98.0,0.4,7029.0,0.11,3.5,3.4,8.6,0.0,1.0,72.0,8.857799727175905,-2.2072749131897207,5.049227604717813
St. Vincent and the Grenadines,Central America and Caribbean,2015.0,15.2,16.7,154.8235,7.41,98.0,83.0,27.1,97.0,98.0,0.4,7207.0,0.11,3.5,3.4,8.6,0.0,1.0,72.1,8.88280805492444,-2.2072749131897207,5.042285758419369
Suriname,South America,2000.0,27.5,31.2,210.4495,4.46,84.0,16.0,25.4,70.0,71.0,1.01,6202.0,0.47,3.6,3.6,7.7,0.0,1.0,67.8,8.732627099660395,-0.7550225842780328,5.349245719352507
Suriname,South America,2001.0,26.6,30.1,211.342,4.41,84.0,16.0,25.5,65.0,68.0,0.99,6387.0,0.48,3.6,3.5,7.7,0.0,1.0,67.9,8.76201995356159,-0.7339691750802004,5.353477674391973
Suriname,South America,2002.0,25.7,29.1,212.234,4.58,84.0,16.0,25.6,74.0,73.0,0.98,6488.0,0.48,3.5,3.5,7.7,0.0,1.0,68.1,8.77770959579525,-0.7339691750802004,5.357689439546732
Suriname,South America,2003.0,24.9,28.2,207.3055,4.7,84.0,16.0,25.6,74.0,75.0,0.96,6816.0,0.49,3.5,3.5,7.7,0.0,1.0,68.3,8.827028068509152,-0.7133498878774648,5.334193550686497
Suriname,South America,2004.0,24.2,27.3,202.3775,4.66,84.0,16.0,25.7,84.0,85.0,0.91,7310.0,0.49,3.5,3.5,7.7,0.0,1.0,68.6,8.896998552743824,-0.7133498878774648,5.310134765226007
Suriname,South America,2005.0,23.5,26.5,197.449,4.52,83.0,16.0,25.8,84.0,83.0,0.85,7550.0,0.5,3.5,3.4,7.7,0.0,1.0,68.9,8.92930284224307,-0.6931471805599453,5.2854803231465235
Suriname,South America,2006.0,22.9,25.7,192.5215,4.57,84.0,16.0,25.9,84.0,84.0,0.81,7896.0,0.51,3.5,3.4,7.7,0.0,1.0,69.2,8.974111581113318,-0.6733445532637656,5.260207835802852
Suriname,South America,2007.0,22.2,25.0,187.5935,4.69,84.0,16.0,25.9,84.0,84.0,0.75,8204.0,0.51,3.5,3.4,7.7,0.0,1.0,69.6,9.012377119192271,-0.6733445532637656,5.234277387784228
Suriname,South America,2008.0,21.7,24.4,184.945,4.82,84.0,16.0,26.0,85.0,85.0,0.71,8445.0,0.52,3.5,3.4,7.7,0.0,1.0,69.9,9.041329829241901,-0.6539264674066639,5.220058483579425
Suriname,South America,2009.0,21.1,23.7,182.2965,4.93,87.0,16.0,26.1,85.0,87.0,0.66,8600.0,0.52,3.5,3.4,7.7,0.0,1.0,70.2,9.0595174822416,-0.6539264674066639,5.205634482377986
Suriname,South America,2010.0,20.6,23.1,179.6485,5.27,86.0,16.0,26.1,94.0,96.0,0.66,8942.0,0.53,3.5,3.4,7.7,0.0,1.0,70.5,9.098514556793926,-0.6348782724359695,5.191002163956064
Suriname,South America,2011.0,20.1,22.5,177.0,5.69,86.0,16.0,26.2,83.0,86.0,0.6,9358.0,0.54,3.5,3.4,7.8,0.0,1.0,70.7,9.143986871426161,-0.616186139423817,5.176149732573829
Suriname,South America,2012.0,19.6,22.0,174.3515,5.79,84.0,17.0,26.3,79.0,84.0,0.58,9502.0,0.54,3.5,3.4,7.9,0.0,1.0,70.9,9.159257581746866,-0.616186139423817,5.161073376468649
Suriname,South America,2013.0,19.1,21.4,172.944,5.84,86.0,15.0,26.3,78.0,86.0,0.54,9673.0,0.55,3.5,3.5,8.1,0.0,1.0,71.0,9.177093778182547,-0.5978370007556204,5.152967842673847
Suriname,South America,2014.0,18.6,20.9,171.5365,5.39,85.0,15.0,26.4,76.0,85.0,0.51,9593.0,0.55,3.5,3.5,8.2,0.0,1.0,71.1,9.168788944817948,-0.5978370007556204,5.14479607194967
Suriname,South America,2015.0,18.2,20.3,170.129,4.75,89.0,21.0,26.5,78.0,89.0,0.47,9168.0,0.56,3.5,3.5,8.4,0.0,1.0,71.2,9.12347443895452,-0.579818495252942,5.1365569728186635
Sweden,European Union,2000.0,3.4,4.1,71.72,6.2,60.0,94.0,25.1,99.0,99.0,0.08,41117.0,8.87,1.4,1.3,11.4,1.0,0.0,79.6,10.624176940269097,2.182674796321488,4.272769648736932
Sweden,European Union,2001.0,3.4,4.1,71.28,6.5,60.0,94.0,25.2,99.0,99.0,0.08,41601.0,8.9,1.3,1.3,11.5,1.0,0.0,79.8,10.635879484421974,2.186051276738094,4.266615783162554
Sweden,European Union,2002.0,3.3,4.0,68.96,6.88,60.0,94.0,25.3,99.0,99.0,0.08,42377.0,8.92,1.3,1.3,11.6,1.0,0.0,79.8,10.654361041209096,2.188295946591918,4.233526626355437
Sweden,European Union,2003.0,3.2,3.9,67.2,6.88,60.0,95.0,25.4,99.0,99.0,0.08,43195.0,8.96,1.3,1.3,11.8,1.0,0.0,80.1,10.673480026792985,2.192770226986839,4.207673247529104
Sweden,European Union,2004.0,3.1,3.7,66.1935,6.51,60.0,95.0,25.4,99.0,99.0,0.08,44891.0,8.99,1.3,1.3,12.3,1.0,0.0,80.5,10.711992608204175,2.196112848483529,4.192582270811094
Sweden,European Union,2005.0,3.0,3.6,65.34,6.53,60.0,95.0,25.5,98.0,98.0,0.08,45990.0,9.03,1.3,1.3,12.4,1.0,0.0,80.5,10.73617926053397,2.200552367428894,4.179604406172924
Sweden,European Union,2006.0,2.8,3.4,63.6035,6.81,60.0,95.0,25.6,98.0,98.0,0.08,47865.0,9.08,1.3,1.3,12.4,1.0,0.0,80.7,10.776139827380453,2.206074192613202,4.152668500278443
Sweden,European Union,2007.0,2.7,3.3,62.5915,6.98,60.0,95.0,25.6,98.0,98.0,0.08,49145.0,9.15,1.3,1.3,12.5,1.0,0.0,80.9,10.80253039100073,2.21375387928743,4.136629486139137
Sweden,European Union,2008.0,2.6,3.2,61.6405,7.02,61.0,94.0,25.7,98.0,98.0,0.08,48544.0,9.22,1.3,1.3,12.2,1.0,0.0,81.1,10.790225882148258,2.2213750375685026,4.1213191220348495
Sweden,European Union,2009.0,2.6,3.1,60.608,7.31,59.0,95.0,25.7,98.0,98.0,0.08,46043.0,9.3,1.3,1.3,12.2,1.0,0.0,81.4,10.73733102144275,2.2300144001592104,4.104426897563613
Sweden,European Union,2010.0,2.5,3.1,57.492,7.38,61.0,94.0,25.8,98.0,98.0,0.08,48370.0,9.38,1.3,1.3,12.3,1.0,0.0,81.5,10.786635065817029,2.238579763018133,4.051645807688986
Sweden,European Union,2011.0,2.5,3.0,57.197,7.31,62.0,95.0,25.8,98.0,98.0,0.08,49540.0,9.45,1.4,1.3,12.4,1.0,0.0,81.8,10.810535703043351,2.2460147415056513,4.0465014494578835
Sweden,European Union,2012.0,2.4,3.0,55.8855,7.23,53.0,95.0,25.9,98.0,98.0,0.08,48886.0,9.52,1.4,1.3,12.4,1.0,0.0,81.7,10.797246335903196,2.253394848803274,4.023304954742169
Sweden,European Union,2013.0,2.4,2.9,55.5025,7.32,67.0,95.0,25.9,98.0,98.0,0.08,49049.0,9.6,1.4,1.3,12.2,1.0,0.0,82.0,10.800575077425847,2.2617630984737906,4.016428064782937
Sweden,European Union,2014.0,2.4,2.9,54.481,7.2,67.0,95.0,26.0,97.0,98.0,0.08,49855.0,9.7,1.5,1.3,12.3,1.0,0.0,82.3,10.816874071262893,2.272125885509337,3.9978520170325647
Sweden,European Union,2015.0,2.3,2.9,53.4415,7.13,67.0,95.0,26.0,98.0,98.0,0.08,51545.0,9.8,1.5,1.4,12.4,1.0,0.0,82.2,10.850210491530484,2.2823823856765264,3.9785875976967424
Switzerland,Rest of Europe,2000.0,4.7,5.6,76.677,11.26,88.0,71.0,24.8,95.0,93.0,0.09,74013.0,7.18,0.7,0.5,11.4,1.0,0.0,79.7,11.211996032432818,1.9712993830601329,4.339601793781422
Switzerland,Rest of Europe,2001.0,4.6,5.5,73.0875,11.12,88.0,71.0,24.8,95.0,93.0,0.1,74705.0,7.23,0.7,0.5,11.6,1.0,0.0,80.2,11.221302303285185,1.9782390361706734,4.291657353501789
Switzerland,Rest of Europe,2002.0,4.5,5.4,71.8885,10.85,88.0,71.0,24.9,95.0,93.0,0.1,74138.0,7.28,0.6,0.5,11.7,1.0,0.0,80.4,11.213683500349497,1.9851308622085946,4.27511630756736
Switzerland,Rest of Europe,2003.0,4.5,5.3,70.293,10.82,88.0,71.0,24.9,95.0,93.0,0.1,73556.0,7.34,0.6,0.5,11.8,1.0,0.0,80.5,11.205802299860744,1.9933388426264242,4.252672220601405
Switzerland,Rest of Europe,2004.0,4.4,5.2,67.614,10.54,88.0,71.0,24.9,95.0,93.0,0.09,75113.0,7.39,0.6,0.4,11.9,1.0,0.0,81.1,11.226748925301672,2.0001277349601105,4.213815062198267
Switzerland,Rest of Europe,2005.0,4.3,5.1,65.1225,10.15,88.0,71.0,25.0,94.0,94.0,0.08,76785.0,7.44,0.6,0.4,12.0,1.0,0.0,81.2,11.248764587559794,2.0068708488450007,4.176270111620773
Switzerland,Rest of Europe,2006.0,4.2,4.9,63.2435,10.24,88.0,71.0,25.0,94.0,94.0,0.08,79368.0,7.48,0.6,0.4,12.3,1.0,0.0,81.5,11.281850543329739,2.012232791986386,4.146992355528341
Switzerland,Rest of Europe,2007.0,4.1,4.8,62.047,10.44,88.0,71.0,25.0,94.0,94.0,0.07,81805.0,7.55,0.5,0.4,12.6,1.0,0.0,81.7,11.312093645417177,2.0215475632609334,4.127892162375443
Switzerland,Rest of Europe,2008.0,4.0,4.7,59.218,10.29,88.0,83.0,25.0,96.0,95.0,0.07,82998.0,7.65,0.5,0.4,12.9,1.0,0.0,82.0,11.32657179010287,2.0347056478384444,4.081225549728948
Switzerland,Rest of Europe,2009.0,4.0,4.6,59.034,10.15,88.0,83.0,25.1,96.0,95.0,0.06,80262.0,7.74,0.5,0.4,13.3,1.0,0.0,82.0,11.293051562523642,2.046401687601636,4.078113549111683
Switzerland,Rest of Europe,2010.0,3.9,4.6,56.9105,10.01,88.0,83.0,25.1,96.0,95.0,0.06,82027.0,7.82,0.5,0.4,13.3,1.0,0.0,82.2,11.314803740342166,2.05668455455722,4.041479858378581
Switzerland,Rest of Europe,2011.0,3.9,4.5,54.1965,9.99,88.0,86.0,25.1,96.0,96.0,0.06,82678.0,7.91,0.5,0.3,13.3,1.0,0.0,82.7,11.3227088238563,2.0681277817795625,3.992616330714747
Switzerland,Rest of Europe,2012.0,3.8,4.4,53.4515,9.87,88.0,86.0,25.1,96.0,96.0,0.06,82800.0,8.0,0.5,0.3,13.4,1.0,0.0,82.7,11.32418334037335,2.0794415416798357,3.9787747006881298
Switzerland,Rest of Europe,2013.0,3.8,4.4,52.8665,9.74,88.0,86.0,25.1,96.0,96.0,0.05,83345.0,8.09,0.4,0.3,13.4,1.0,0.0,82.8,11.330743898377188,2.0906287310704004,3.9677698679425486
Switzerland,Rest of Europe,2014.0,3.8,4.3,49.998,9.62,88.0,87.0,25.1,96.0,96.0,0.05,84348.0,8.19,0.4,0.3,13.4,1.0,0.0,83.2,11.342706376963905,2.102913897864978,3.9119830046281248
Switzerland,Rest of Europe,2015.0,3.7,4.3,49.384,9.62,88.0,87.0,25.2,96.0,97.0,0.05,84776.0,8.28,0.4,0.3,13.4,1.0,0.0,82.9,11.347767762854671,2.1138429683971682,3.899626485091595
Syrian Arab Republic,Middle East,2000.0,19.6,23.0,122.6915,0.93,79.0,80.0,26.9,86.0,84.0,0.13,1341.0,16.41,6.8,6.6,4.6,0.0,1.0,73.1,7.201170883281678,2.7978909051019993,4.80967307466364
Syrian Arab Republic,Middle East,2001.0,18.9,22.1,121.421,0.95,80.0,83.0,27.0,83.0,82.0,0.13,1326.0,16.77,6.7,6.5,4.8,0.0,1.0,73.4,7.189922170745808,2.8195915758351173,4.799263845543847
Syrian Arab Republic,Middle East,2002.0,18.2,21.4,120.151,0.9,80.0,84.0,27.0,86.0,84.0,0.13,1353.0,17.08,6.6,6.5,4.7,0.0,1.0,73.7,7.210079628170788,2.837908188360424,4.788749285077514
Syrian Arab Republic,Middle East,2003.0,17.7,20.7,118.895,0.86,81.0,83.0,27.1,85.0,83.0,0.13,1423.0,17.42,6.6,6.4,5.1,0.0,1.0,74.0,7.260522598089852,2.857618971424357,4.778240750667861
Syrian Arab Republic,Middle East,2004.0,17.2,20.1,117.639,0.61,82.0,82.0,27.2,84.0,81.0,0.13,1486.0,17.83,6.5,6.3,5.4,0.0,1.0,74.3,7.303843225277705,2.8808824318750488,4.767620613139634
Syrian Arab Republic,Middle East,2005.0,16.8,19.7,116.383,0.79,83.0,81.0,27.3,83.0,80.0,0.13,1532.0,18.36,6.5,6.3,5.8,0.0,1.0,74.4,7.3343293503005365,2.9101743851923443,4.756886476521308
Syrian Arab Republic,Middle East,2006.0,16.5,19.3,115.127,0.75,83.0,81.0,27.4,83.0,80.0,0.13,1550.0,19.06,6.4,6.3,6.2,0.0,1.0,74.4,7.346010209913293,2.947591898226056,4.746035866845854
Syrian Arab Republic,Middle East,2007.0,16.3,19.1,113.8705,0.74,83.0,81.0,27.5,83.0,80.0,0.13,1571.0,19.88,6.4,6.2,6.5,0.0,1.0,74.2,7.359467638255621,2.989714201228428,4.735061837785034
Syrian Arab Republic,Middle East,2008.0,16.2,18.9,128.9725,0.75,83.0,81.0,27.5,83.0,79.0,0.13,1579.0,20.66,6.4,6.2,6.3,0.0,1.0,73.6,7.364547014255642,3.0281994636914926,4.859599203341376
Syrian Arab Republic,Middle East,2009.0,16.1,18.8,144.074,0.76,84.0,82.0,27.6,83.0,80.0,0.13,1629.0,21.21,6.4,6.2,6.6,0.0,1.0,72.9,7.395721608602045,3.0544727685765913,4.9703270564692135
Syrian Arab Republic,Middle East,2010.0,16.2,18.9,159.176,0.77,84.0,82.0,27.7,83.0,80.0,0.13,1701.0,21.36,6.4,6.1,6.3,0.0,1.0,72.1,7.438971592395862,3.061520014091994,5.070010508276947
Syrian Arab Republic,Middle East,2011.0,16.7,20.1,174.2775,0.6,66.0,71.0,27.8,60.0,72.0,0.13,1773.0,21.08,6.3,6.1,6.3,0.0,1.0,71.3,7.480428306074208,3.0483247236731614,5.160648856413741
Syrian Arab Republic,Middle East,2012.0,23.4,37.0,189.3795,0.21,43.0,53.0,27.9,47.0,45.0,0.13,1347.0,20.44,6.3,6.1,6.3,0.0,1.0,70.6,7.205635176410364,3.017493765335504,5.2437529383575505
Syrian Arab Republic,Middle East,2013.0,26.8,45.3,185.622,0.15,71.0,51.0,28.0,50.0,41.0,0.13,1037.0,19.58,6.3,6.1,6.3,0.0,1.0,70.0,6.9440872082295275,2.9745086371023644,5.223712347810202
Syrian Arab Republic,Middle East,2014.0,27.7,47.0,181.864,0.19,47.0,49.0,28.1,52.0,43.0,0.13,973.0,18.71,6.3,6.1,5.6,0.0,1.0,69.8,6.880384082186005,2.9290581402859983,5.2032591549970455
Syrian Arab Republic,Middle East,2015.0,25.6,41.6,178.1065,0.23,41.0,47.0,28.2,50.0,41.0,0.13,979.0,18.0,6.3,6.1,5.1,0.0,1.0,69.9,6.88653164253051,2.8903717578961645,5.182381685980006
Tajikistan,Asia,2000.0,67.6,83.6,178.7895,0.81,52.0,59.0,24.1,86.0,83.0,0.01,434.0,6.22,4.2,4.1,10.6,0.0,1.0,62.0,6.073044534100405,1.827769906751088,5.186209136182828
Tajikistan,Asia,2001.0,62.9,77.2,173.3405,0.8,59.0,72.0,24.2,84.0,85.0,0.01,468.0,6.32,4.1,4.1,10.6,0.0,1.0,62.8,6.148468295917647,1.843719208158766,5.155257868206481
Tajikistan,Asia,2002.0,58.4,71.0,167.8915,0.8,39.0,93.0,24.3,84.0,85.0,0.01,510.0,6.43,4.0,4.0,10.6,0.0,1.0,63.7,6.234410725718371,1.860974538249528,5.123317937429742
Tajikistan,Asia,2003.0,54.2,65.2,164.6845,0.74,58.0,94.0,24.4,82.0,85.0,0.02,556.0,6.54,4.0,4.0,10.6,0.0,1.0,64.5,6.320768294250582,1.8779371654691073,5.104031522250977
Tajikistan,Asia,2004.0,50.4,60.1,161.477,0.7,81.0,98.0,24.5,82.0,86.0,0.03,602.0,6.66,3.9,3.9,10.5,0.0,1.0,65.3,6.400257445308821,1.8961194845522977,5.0843627176600705
Tajikistan,Asia,2005.0,47.0,55.6,158.27,0.65,81.0,92.0,24.6,79.0,84.0,0.05,631.0,6.79,3.8,3.9,10.5,0.0,1.0,66.1,6.447305862541213,1.9154509415706047,5.0643024353451915
Tajikistan,Asia,2006.0,44.1,51.9,155.062,0.56,88.0,96.0,24.7,76.0,83.0,0.07,662.0,6.92,3.8,3.9,10.5,0.0,1.0,66.8,6.495265555937008,1.9344157696295783,5.043825036940573
Tajikistan,Asia,2007.0,41.7,48.8,151.8545,0.54,84.0,90.0,24.8,85.0,86.0,0.1,699.0,7.06,3.8,3.8,10.5,0.0,1.0,67.4,6.54965074223381,1.9544450515051506,5.022922825560403
Tajikistan,Asia,2008.0,39.7,46.3,149.14,0.56,86.0,87.0,25.0,87.0,86.0,0.13,739.0,7.21,3.8,3.8,11.0,0.0,1.0,67.9,6.6052979209482015,1.9754689512968577,5.004885462115649
Tajikistan,Asia,2009.0,38.1,44.3,146.4255,0.66,93.0,93.0,25.1,93.0,93.0,0.17,752.0,7.36,3.7,3.8,10.9,0.0,1.0,68.4,6.62273632394984,1.9960599327407849,4.986516766687448
Tajikistan,Asia,2010.0,36.9,42.7,143.711,0.68,93.0,95.0,25.2,95.0,93.0,0.23,783.0,7.53,3.7,3.8,10.9,0.0,1.0,68.7,6.663132695990803,2.018895041811802,4.967804338519952
Tajikistan,Asia,2011.0,35.8,41.4,140.997,0.71,96.0,96.0,25.4,97.0,96.0,0.17,823.0,7.7,3.7,3.7,10.8,0.0,1.0,69.1,6.71295620067707,2.0412203288596382,4.948738613556074
Tajikistan,Asia,2012.0,35.0,40.3,138.2825,0.77,94.0,97.0,25.5,96.0,94.0,0.14,865.0,7.87,3.6,3.7,10.7,0.0,1.0,69.3,6.762729506931879,2.063058062429312,4.92929869414947
Tajikistan,Asia,2013.0,34.2,39.4,137.093,0.8,96.0,92.0,25.6,97.0,96.0,0.12,907.0,8.06,3.6,3.7,10.7,0.0,1.0,69.6,6.810142450115136,2.086913556518537,4.92065952764261
Tajikistan,Asia,2014.0,33.4,38.4,135.904,0.83,97.0,98.0,25.8,94.0,97.0,0.11,945.0,8.25,3.6,3.7,10.6,0.0,1.0,69.9,6.851184927493743,2.1102132003465894,4.911948754130861
Tajikistan,Asia,2015.0,32.6,37.5,134.715,0.92,96.0,94.0,25.9,96.0,96.0,0.11,978.0,8.45,3.6,3.7,10.5,0.0,1.0,70.1,6.885509670034818,2.134166441369082,4.903161435791023
Tanzania,Africa,2000.0,78.9,129.7,449.9005,5.96,92.0,64.0,22.1,64.0,79.0,4.43,568.0,33.5,8.3,8.3,4.2,0.0,1.0,50.8,6.342121418721152,3.5115454388310208,6.109026447204589
Tanzania,Africa,2001.0,74.4,121.9,448.1755,6.25,93.0,64.0,22.2,65.0,87.0,4.25,587.0,34.39,8.2,8.1,4.3,0.0,1.0,51.4,6.375024819828097,3.537765824444175,6.1051848967759135
Tanzania,Africa,2002.0,69.9,114.0,446.4505,5.14,89.0,64.0,22.2,91.0,89.0,4.03,611.0,35.33,8.0,8.0,4.3,0.0,1.0,52.1,6.415096959171596,3.5647324613710536,6.101328531908841
Tanzania,Africa,2003.0,65.6,106.5,429.3055,3.45,95.0,64.0,22.3,97.0,95.0,3.79,634.0,36.34,7.9,7.9,4.4,0.0,1.0,52.9,6.452048954437226,3.592919062968025,6.06216878670214
Tanzania,Africa,2004.0,61.9,99.9,412.161,5.69,95.0,64.0,22.4,95.0,95.0,3.61,663.0,37.38,7.8,7.8,4.5,0.0,1.0,53.6,6.4967749901858625,3.6211358020274167,6.021414049715227
Tanzania,Africa,2005.0,58.5,93.9,395.016,5.74,90.0,64.0,22.5,91.0,90.0,3.41,692.0,38.45,7.7,7.6,4.8,0.0,1.0,54.3,6.539585955617669,3.649358695951653,5.978926270409876
Tanzania,Africa,2006.0,55.8,88.8,377.871,6.09,90.0,64.0,22.5,91.0,90.0,3.27,717.0,39.55,7.6,7.5,4.8,0.0,1.0,55.1,6.57507584059962,3.677565694213663,5.934552867532513
Tanzania,Africa,2007.0,52.9,83.8,360.726,6.89,83.0,64.0,22.6,88.0,83.0,2.99,745.0,40.68,7.5,7.4,4.9,0.0,1.0,55.9,6.61338421837956,3.7057365711803594,5.888118667374362
Tanzania,Africa,2008.0,51.0,79.6,345.9945,4.96,86.0,64.0,22.7,89.0,86.0,2.76,765.0,41.85,7.3,7.3,5.0,0.0,1.0,56.8,6.639875833826536,3.7340917969354845,5.846422878977625
Tanzania,Africa,2009.0,48.7,75.4,331.2625,6.26,85.0,64.0,22.7,88.0,85.0,2.59,782.0,43.07,7.2,7.2,5.0,0.0,1.0,57.7,6.661854740545311,3.7628266990660193,5.802911112437509
Tanzania,Africa,2010.0,47.1,71.9,316.531,6.95,91.0,64.0,22.8,94.0,91.0,2.48,808.0,44.35,7.1,7.1,5.1,0.0,1.0,58.6,6.694562058521095,3.7921127087555884,5.757421183075326
Tanzania,Africa,2011.0,45.5,68.4,301.7985,7.09,90.0,64.0,22.9,88.0,90.0,2.4,845.0,45.67,7.0,6.9,5.1,0.0,1.0,59.5,6.739336627357174,3.821441627196908,5.709759576142471
Tanzania,Africa,2012.0,44.0,65.3,287.067,6.22,92.0,64.0,22.9,90.0,92.0,2.32,857.0,47.05,6.9,6.8,5.5,0.0,1.0,60.5,6.75343791859778,3.8512108660313884,5.659715637991884
Tanzania,Africa,2013.0,43.0,62.7,271.267,6.71,91.0,64.0,23.0,91.0,91.0,2.19,888.0,48.48,6.8,6.7,5.5,0.0,1.0,61.4,6.78897174299217,3.881151341761059,5.603103575701871
Tanzania,Africa,2014.0,41.9,59.9,255.4665,7.43,97.0,64.0,23.1,97.0,97.0,2.12,920.0,49.96,6.8,6.6,5.6,0.0,1.0,62.3,6.824373670043086,3.911222685257377,5.543091285587493
Tanzania,Africa,2015.0,40.9,58.1,239.667,7.86,98.0,64.0,23.1,96.0,98.0,2.01,948.0,51.48,6.7,6.5,5.8,0.0,1.0,63.1,6.854354502255021,3.941193382727926,5.479250459872554
Thailand,Asia,2000.0,18.7,22.0,197.392,5.81,95.0,99.0,22.9,97.0,97.0,0.66,3518.0,62.95,9.4,9.7,6.1,0.0,1.0,70.6,8.165647925297504,4.142340760490356,5.285191599329109
Thailand,Asia,2001.0,17.8,20.9,196.2075,5.84,95.0,86.0,23.0,97.0,96.0,0.6,3605.0,63.54,9.3,9.6,6.3,0.0,1.0,70.8,8.190077049719049,4.15166962884137,5.279172772700351
Thailand,Asia,2002.0,17.0,19.9,195.0225,5.86,95.0,89.0,23.0,97.0,96.0,0.53,3795.0,64.07,9.2,9.5,6.5,0.0,1.0,71.1,8.24143968982973,4.15997623565093,5.2731149365228385
Thailand,Asia,2003.0,16.2,18.9,189.8,6.07,96.0,92.0,23.1,98.0,98.0,0.47,4038.0,64.55,9.1,9.3,6.7,0.0,1.0,71.4,8.303504798872783,4.167440117292651,5.245970886175828
